ev_id,ntsb_no,latitude,longitude,flt_plan_filed,flight_plan_activated,regis_no,dprt_apt_id,dest_apt_id
20050902X01377,ANC05LA128,611248N,1495042W,NONE,,N400KL,Z40 ,PAMR
20050902X01378,ANC05LA129,592524N,1594848W,CVFR,,N5333G,,
20050902X01379,ANC05LA130,611000N,1495900W,IFR ,Y,N77SA,CVD ,ANC 
20050902X01380,NYC05FA138,441655N,0700026W,NONE,,N1680Y,B10 ,
20050906X01381,ATL05LA156,255650N,0802524W,NONE,N,N5213M,X46 ,
20050906X01382,CHI05LA225,440243N,1030326W,NONE,,N9408T,SUW ,RAP 
20050906X01383,DEN05CA120,402706N,1050042W,NONE,,N5136R,FNL ,FNL 
20050906X01384,DEN05CA116,412642N,1064924W,NONE,N,N2361F,SAA ,EKO 
20050906X01385,LAX05WA259,323000S,1374200E,,,,,
20050906X01386,LAX05LA289,334904N,1180906W,CVFR,U,N667JM,LGB ,
20050906X01387,LAX05LA288,354000N,1172000W,NONE,,N912TT,PVT ,
20050906X01388,LAX05LA283,332918N,1182707W,NONE,,N216RN,LGB ,AVX 
20050906X01389,DEN05LA133,411148N,1120042W,NONE,N,N9069E,OGD ,
20050906X01390,DEN05LA130,483450N,1044201W,VFR ,U,N777UH,LIC ,00V 
20050906X01391,ANC05CA108,591652N,1583550W,NONE,,N6195D,4AK7,
20050906X01392,LAX05CA257,405800N,1224100W,NONE,,N8166V,O86 ,O46 
20050906X01393,LAX05CA256,315959N,1102126W,NONE,,N71780,E95 ,E95 
20050906X01394,ANC05CA099,605421N,1612535W,CVFR,,N73788,KBET,Z13 
20050907X01395,MIA05CA144,180300N,0670335W,NONE,,N460Y,,
20050907X01396,ANC05LA133,590734N,1382425W,NONE,,N4991F,AK76,A69 
20050907X01397,ANC05CA102,573401N,1542701W,CVFR,,N8152Z,KDK ,PAKY
20050907X01398,ANC05CA105,674812N,1640524W,NONE,,N7478T,,
20050907X01399,ANC05CA109,585346N,1375610W,VFR ,Y,N185DB,PAGS,
20050907X01401,ANC05CA113,613515N,1492137W,NONE,,N120CS,,
20050907X01402,ANC05CA114,644855N,1475123W,NONE,,N6946C,PAFA,
20050907X01403,LAX05CA233,343916N,1122511W,NONE,,N2958D,P52 ,PRC 
20050907X01404,LAX05CA235,341029N,1160401W,NONE,,N210NS,WJF ,61CA
20050907X01405,LAX05CA238,381136N,1214213W,VFR ,Y,N68475,RHV ,O88 
20050907X01406,ANC05CA122,683246N,1480549W,NONE,,N78481,GBH ,
20050907X01407,ANC05CA119,621500N,1425000W,NONE,,N6480A,BCV ,
20050907X01408,ANC05CA115,562142N,1601118W,NONE,,N9062D,,
20050908X01409,IAD05LA126,415445N,0793845W,NONE,N,N3946R,8G2 ,8G2 
20050908X01410,ATL05CA138,343658N,0790357W,NONE,N,N67076,KLBT,KUZA
20050908X01411,ANC05CA124,614720N,1482925W,NONE,,N3575T,,
20050908X01412,ANC05CA103,610800N,1530700W,VFR ,Y,N7886G,UNK ,ENA 
20050908X01413,ATL05CA141,351400N,0871500W,NONE,,N42923,2M2 ,2M2 
20050908X01414,LAX05CA246,342238N,1171857W,NONE,,N97492,APV ,L26 
20050908X01415,LAX05CA250,364200N,1200200W,NONE,,N4003Z,NONE,NONE
20050908X01416,LAX05CA260,380831N,1111028W,NONE,,N2020U,BLH ,RYN 
20050908X01417,CHI05CA219,431011N,0884324W,NONE,N,N515KG,RYV ,RYV 
20050908X01418,LAX05CA263,361200N,1151100W,NONE,,N58431,VGT ,VGT 
20050908X01419,LAX05CA252,400131N,1240414W,NONE,,N375Z,AUN ,0Q5 
20050908X01420,LAX05LA286,323923N,1143621W,NONE,,N5070A,YUM ,
20050909X01423,DFW05CA209,262800N,0975000W,NONE,,N7794V,,
20050909X01424,DFW05CA199,323332N,0971817W,NONE,,N5802,XBP ,FWS 
20050909X01425,DFW05CA196,304241N,0912845W,NONE,,N1703N,GDJ ,HZR 
20050909X01426,SEA05LA185,474729N,Pleseen.,VFR ,U,N1829P,44T ,70S 
20050909X01427,SEA05LA187,462411N,1224154W,NONE,,N2942Y,S43 ,HIO 
20050909X01428,SEA05LA188,440804N,1205152W,NONE,,None,S39 ,
20050909X01430,LAX05FA290,332850N,1183506W,NONE,,N9636B,AVX ,L12 
20050912X01431,DEN05LA131,401133N,1102251W,NONE,N,N220SH,,
20050912X01432,ANC05LA136,665305N,1622355W,VFR ,Y,N9964M,D76 ,PAOT
20050912X01434,ATL05CA157,341649N,0873601W,NONE,N,N5320R,1M4 ,
20050912X01435,ANC05CA101,671000N,1573500W,CVFR,Y,C-GLHQ,PAMF,
20050912X01437,DFW05CA207,362406N,0903830W,NONE,,N9041Q,4M9 ,4M9 
20050913X01438,IAD05LA130,403024N,0754716W,NONE,N,N972SP,RDG ,RDG 
20050913X01439,ATL05CA143,331062N,0864697W,NONE,N,N1399G,EKY ,
20050913X01440,ATL05CA155,302422N,0864944W,NONE,,N88432,1J9 ,1J9 
20050913X01441,MIA05WA154,240900N,0762800W,IFR ,Y,N3162W,MYNN,MYEN
20050913X01442,DEN05CA129,385156N,1074922W,NONE,,N7172K,VEL ,CO20
20050913X01443,CHI05LA217,365935N,0914252W,NONE,,N4080J,MNF ,MNF 
20050913X01444,CHI05LA234,470735N,0964650W,NONE,,N553Y,PVT ,PVT 
20050913X01445,CHI05CA246,465514N,0964857W,NONE,,N3024U,PVT ,PVT 
20050913X01446,SEA05LA189,480742N,1142055W,NONE,N,N12QJ,MT95,MT95
20050913X01447,SEA05WA193,504600N,1272200W,VFR ,Y,N70365,,
20050913X01448,SEA05CA175,431420N,1232121W,NONE,,CF-YKO,OAK ,RBG 
20050914X01449,DEN05CA122,353039N,1084721W,NONE,,N2584B,P52 ,GUP 
20050914X01450,CHI05CA239,424745N,0860943W,NONE,N,N6222V,HLM ,HLM 
20050914X01451,ATL05CA146,355008N,0795531W,NONE,N,N8595C,72A ,
20050914X01452,SEA05CA173,443740N,1160829W,NONE,,N500FU,EUL ,NONE
20050914X01453,SEA05CA182,433352N,1161322W,NONE,,N845SH,BOI ,BOI 
20050914X01454,SEA05CA183,423459N,1215234W,NONE,,N11661,LMT ,2S7 
20050914X01455,SEA05LA192,464000N,1220000W,NONE,,N3617F,CLS ,
20050914X01456,NYC05LA141,414107N,0702408W,NONE,N,N6777W,2B1 ,PYM 
20050914X01457,NYC05FA140,405143N,0740253W,NONE,,N30491,BID ,TEB 
20050914X01458,NYC05CA135,420300N,0751803W,NONE,,N6617P,9N7 ,4N8 
20050915X01462,ATL05CA158,352248N,0861446W,NONE,N,N60770,THA ,UOS 
20050915X01463,CHI05LA158,423152N,0854931W,NONE,,N569SX,35D ,35D 
20050915X01464,ATL05CA160,341608N,0705405W,NONE,N,N1251C,ILM ,
20050915X01465,LAX05FA296,334947N,1180959W,NONE,,N6565L,LGB ,
20050915X01466,LAX05WA298,500900N,0673000W,NONE,,,,
20050915X01468,CHI05CA241,423530N,0892231W,NONE,,N2373P,7WI5,C37 
20050915X01470,CHI05CA247,421417N,0833149W,NONE,,N8103V,ADG ,PVT 
20050915X01471,CHI05TA251,441910N,0943008W,NONE,,N505NR,ULM ,LVN 
20050915X01472,IAD05RA127,082500S,0743545W,IFR ,Y,,LIM ,PCL 
20050915X01473,CHI05FA260,404537N,0854824W,NONE,N,N4032R,RCR ,IWH 
20050916X01474,WAS05RA013,040438N,0335553E,VFR ,Y,,HUEN,
20050916X01475,ATL05CA153,320723N,0811204W,NONE,N,N21670,SAV ,
20050916X01476,CHI05CA248,422240N,0893350W,NONE,,N5211L,PVT ,PVT 
20050916X01477,MIA05CA153,284639N,0811415W,NONE,,N6741S,SFB ,
20050916X01478,ANC05CA096,603000N,1502000W,NONE,,N18VF,MRI ,
20050916X01479,ATL05CA151,Plas e.,0784343W,NONE,N,N262T,KCRE,KCRE
20050916X01480,ANC05LA142,572100N,1565400W,NONE,,N1592F,PNP ,
20050916X01481,ANC05LA143,591200N,1551000W,NONE,,N9254T,IGG ,PAHO
20050916X01482,ATL05CA150,350602N,0755734W,NONE,N,N40624,AFP ,W95 
20050916X01484,LAX05CA268,394002N,1195234W,NONE,,N6045D,4SD ,4SD 
20050916X01485,LAX05CA275,345419N,1175301W,NONE,,N106ED,EDW ,EDW 
20050916X01486,LAX05CA274,383912N,1225357W,NONE,,N7226M,O31 ,TRK 
20050916X01487,LAX05CA276,330220N,1165454W,NONE,,N734MY,RNM ,RNM 
20050917X01488,IAD05FA146,423953N,0791834W,NONE,N,N8164H,8G7 ,8G7 
20050917X01489,IAD05LA133,403725N,0731541W,VFR ,N,N8270M,FRG ,FRG 
20050919X01492,CHI05LA261,450110N,0990605W,NONE,,N8523W,OEO ,0D8 
20050920X01494,DFW05FA240,301613N,0950131W,NONE,N,N8285T,6R3 ,
20050920X01495,DEN05LA141,400116N,1043307W,NONE,N,N197D,48V ,BVO 
20050920X01496,DEN05LA140,400222N,1051333W,IFR ,Y,N4807,SGF ,1V5 
20050920X01497,CHI05LA257,390240N,0870020W,NONE,N,N219DF,1I3 ,1I3 
20050921X01498,ATL05CA159,311852N,0862362W,VFR ,Y,N8153N,,DE25
20050921X01499,ANC05FA144,643804N,1483702W,NONE,,N36237,95Z ,
20050921X01500,MIA05CA151,345843N,0894713W,NONE,,N34329,KTUP,KOLV
20050921X01502,CHI05CA201,390927N,0914906W,NONE,,N731SV,M28 ,H41 
20050921X01503,CHI05CA252,443716N,0915746W,NONE,,N6222T,WI25,WI25
20050921X01504,LAX05LA251,324934N,1165821W,NONE,,N9468X,LGB ,SEE 
20050921X01505,CHI05CA262,430937N,0904032W,NONE,,N75SM,,
20050922X01507,CHI05CA255,442832N,0930059W,NONE,,N93205,SYN ,
20050922X01508,ATL05CA147,322903N,0805932W,NONE,,N5863R,3J1 ,
20050922X01509,MIA05LA157,301000N,0812100W,NONE,,N9954U,OMN ,CRG 
20050922X01510,MIA05WA159,102812N,0670316W,IFR ,Y,,PNA ,SVPA
20050922X01512,DFW05FA241,293512N,0950939W,NONE,,N69146,EFD ,5R3 
20050922X01514,LAX05LA303,370856N,1201105W,VFR ,Y,N91597,CPU ,RNM 
20050922X01515,LAX05LA305,312150N,1095259W,VFR ,N,N5757D,P04 ,CHD 
20050923X01516,MIA05LA155,302324N,0884512W,NONE,,N901NS,2R4 ,2R4 
20050923X01517,MIA05LA158,280823N,0822310W,NONE,,N1814Y,,
20050923X01518,DEN05LA142,423108N,1050108W,NONE,N,N985JS,76V ,76V 
20050923X01519,ANC05CA131,640200N,1481018W,NONE,N,N51623,FAI ,
20050923X01520,ANC05CA137,590700N,1561700W,CVFR,,N199BM,,IGG 
20050923X01521,SEA05LA198,484825N,1172419W,NONE,N,N9527A,095 ,095 
20050923X01522,CHI05LA186,365243N,0915410W,NONE,,N2756A,UNO ,UNO 
20050923X01523,CHI05CA253,422658N,0890420W,NONE,,N61LA,JVL ,
20050923X01524,CHI05CA265,460033N,0834438W,NONE,,N7QR,Y66 ,
20050926X01525,NYC05CA136,411257N,0801122W,NONE,,N184MH,FKL ,39PN
20050926X01526,CHI05CA245,443250N,0950456W,NONE,,N4550N,1D6 ,
20050926X01527,DEN05LA143,420387N,1040917W,NONE,N,N212TC,OGD ,BFF 
20050926X01530,IAD05LA135,403702N,0741440W,NONE,N,N14CS,LDJ ,HPN 
20050926X01531,DEN05LA139,393412N,1045057W,IFR ,Y,N928MB,APA ,CMA 
20050926X01532,LAX05WA316,485543N,0014918E,UNK ,U,,LFPT,LFON
20050926X01533,LAX05TA306,354617N,1175447W,CVFR,Y,N702WP,KVNY,KIKY
20050927X01535,IAD05LA129,412042N,0821042W,IFR ,Y,N821AA,LPR ,STL 
20050927X01536,LAX05LA309,354342N,1182511W,NONE,,N3882N,L05 ,L72 
20050927X01537,LAX05LA308,341311N,1170309W,NONE,N,N814CE,,
20050927X01538,LAX05FA311,353858N,1154947W,NONE,N,N957SH,KTOA,KVGT
20050927X01539,CHI05IA273,425650N,0875347W,IFR ,Y,N181FL,ENW ,MKE 
20050927X01540,LAX05IA312,335633N,1182429W,IFR ,Y,N536JB,BUR ,JFK 
20050928X01541,IAD05LA138,444644N,0704722W,NONE,N,N747AW,8B0 ,ABE 
20050928X01542,DEN05CA135,444609N,1065849W,NONE,U,N477DK,SHR ,SHR 
20050928X01543,DEN05CA136,375713N,1075430W,NONE,,N207GR,TEX ,MTJ 
20050928X01544,LAX05CA282,371958N,1214911W,NONE,,N53893,RHV ,
20050928X01545,DFW05FA244,285918N,0983021W,NONE,N,N63PA,SSF ,
20050929X01546,DEN05CA132,424024N,1105612W,NONE,N,N91245,42U ,AFO 
20050929X01548,DEN05LA148,402003N,1034814W,NONE,N,Unregistere,3V4 ,3V4 
20050929X01549,CHI05CA224,404219N,0941325W,NONE,,N6266W,1Y3 ,1Y3 
20050929X01550,CHI05FA272,351090N,0901495W,IFR ,Y,N103RC,AWM ,GVL 
20050929X01551,CHI05CA266,423420N,0882202W,NONE,,N2401T,WI89,BUU 
20050930X01552,ANC05CA132,611000N,1510203W,CVFR,Y,N4714F,,Z41 
20050930X01554,DFW05LA239,295922N,0901528W,VFR ,Y,N230CA,BTR ,BTR 
20050930X01555,DFW05FA242,352957N,0974912W,NONE,N,N300NW,F29 ,F29 
20050930X01556,LAX05CA287,380846N,1203853W,NONE,,N1644M,CPU ,
20050930X01557,LAX05CA304,360177N,1190377W,VFR ,Y,N127F,BPI ,PTV 
20050930X01558,LAX05CA285,335732N,1184917W,NONE,,N2686Z,CMA ,CMA 
20050930X01559,LAX05CA284,213446N,1581150W,NONE,,N414LF,HDH ,HDH 
20050930X01560,LAX05LA319,342200N,1171800W,NONE,N,N656T,L26 ,CNO 
20050930X01561,LAX05LA317,374135N,1212651W,NONE,N,N8548Q,TCY ,CVO 
20051003X01562,NYC05LA145,400447N,0830422W,NONE,,N117MK,OSU ,OSU 
20051003X01563,LAX05WA323,290000S,1520000E,NONE,,,,
20051003X01565,SEA05MA199,221317N,1593449W,CVFR,,N355NT,LIH ,
20051004X01566,NYC05LA144,392204N,0750420W,IFR ,Y,N6494J,MIV ,ACY 
20051004X01567,IAD05LA139,430327N,0741149W,NONE,N,NONE,NY87,NY87
20051004X01568,IAD05LA137,410523N,0831227W,NONE,N,N9311P,16G ,16G 
20051004X01569,IAD05CA128,432751N,0702821W,NONE,N,N228X,AUG ,B19 
20051004X01570,ANC05CA134,643933N,1482249W,NONE,,N63995,PAFA,
20051004X01571,ANC05LA149,614643N,1493535W,NONE,,N4384C,PAWS,
20051004X01572,MIA05CA156,253832N,0802600W,NONE,N,N513JG,APF ,TMB 
20051004X01573,ANC05CA138,604502N,1585144W,NONE,,N8624X,,
20051004X01575,DFW05CA234,293706N,0945912W,NONE,N,N68440,T41 ,T41 
20051004X01576,DFW05CA231,355200N,0903400W,NONE,N,N8494E,,
20051004X01577,DFW05CA223,321202N,0971152W,NONE,,N6339G,,
20051004X01578,DFW05CA219,325902N,0973701W,NONE,N,N93AF,FTW ,LLN 
20051004X01579,DFW05CA224,360237N,0955900W,NONE,N,N4670B,RVS ,RVS 
20051005X01580,ATL05CA161,352027N,0893907W,NONE,N,N8483E,,
20051005X01581,DFW05FA251,315406N,0902207W,NONE,,N45339,M11 ,
20051005X01582,ANC05CA139,640648N,1473618W,NONE,,N1907A,,
20051005X01583,CHI05LA276,411117N,1034038W,NONE,,N4747G,IBM ,
20051005X01584,CHI05CA256,403617N,0901715W,NONE,N,N52551,GBG ,3LF 
20051005X01585,CHI05CA258,473307N,0961731W,NONE,N,N291ND,GFK ,D14 
20051005X01586,CHI05CA259,390008N,0902556W,NONE,N,N9120Q,BVX ,SQI 
20051006X01587,SEA05CA186,445323N,1160605W,NONE,,N8276C,MYL ,BOI 
20051006X01588,ANC05LA123,613718N,1491711W,NONE,,N63EB,PAAQ,34AK
20051006X01589,ANC05CA140,641019N,1502943W,NONE,,N7761D,PANN,
20051006X01590,ANC05CA146,641100N,1474500W,NONE,,N1755P,95Z ,
20051006X01591,DEN05CA134,350225N,1063633W,VFR ,U,N505EA,ABQ ,ABQ 
20051006X01592,CHI05LA235,393743N,0860516W,NONE,,N534SE,HFY ,HFY 
20051007X01593,MIA05WA165,081628N,0700618W,NONE,,,SVBI,
20051007X01594,MIA05LA164,271131N,0815014W,VFR ,N,N176RD,X06 ,HWO 
20051007X01595,MIA06LA001,290411N,0811722W,CVFR,,N7895J,KDED,
20051007X01596,SEA05CA200,422130N,1225900W,CVFR,Y,N5207C,MFR ,3S8 
20051007X01597,SEA05CA195,440541N,1211202W,NONE,,N4416N,S07 ,
20051007X01598,SEA05CA191,420922N,1214359W,NONE,,N852PG,LMT ,
20051007X01599,SEA05MA202,475102N,1222190W,CVFR,Y,N655GS,WA53,AWO 
20051007X01600,SEA05FA201,445805N,1144358W,NONE,,N45SE,12ID,
20051007X01601,DEN05LA137,413570N,1090390W,NONE,N,N24SD,RKS ,
20051007X01602,DEN05LA150,400980N,1050980W,NONE,N,N113AW,2V2 ,2V2 
20051008X01603,LAX05CA240,361223N,1151124W,NONE,N,N4961D,67L ,VGT 
20051008X01604,LAX05CA299,323825N,1103850W,NONE,,N53056,E77 ,KSDL
20051008X01605,LAX05CA280,370453N,1213548W,NONE,,N4366K,UDD ,E16 
20051008X01606,LAX05CA297,402600N,1154500W,NONE,,N9331S,TWF ,TPH 
20051011X01607,DEN06FA001,433428N,1070904W,IFR ,Y,N9085Q,6S1 ,LBF 
20051011X01608,ATL05CA162,315073N,0863663W,UNK ,N,N287RR,KPRN,
20051011X01609,CHI05LA228,465053N,0921137W,NONE,,N912PJ,,
20051011X01610,MIA06LA004,280041N,0820319W,IFR ,Y,N6413S,KLAL,KFMY
20051011X01612,LAX06WA004,302327S,1424838E,,,,,
20051011X01613,LAX05CA310,381527N,1222608W,NONE,,N559JC,KTRK,K0Q9
20051011X01614,DFW05CA233,294216N,0980232W,IFR ,,N349MC,BRO ,BAZ 
20051011X01615,DFW05CA208,333253N,0923125W,NONE,,N535HA,,
20051011X01616,DFW05CA211,275128N,0990547W,NONE,N,N274DW,UVA ,UVA 
20051011X01617,CHI05LA229,420646N,0925504W,NONE,,N9632,MIW ,MIW 
20051011X01618,CHI05LA227,424902N,0855541W,NONE,,N632FA,Z98 ,Z98 
20051012X01619,CHI05CA264,404855N,0845539W,NONE,,N42619,LYH ,13IN
20051012X01620,CHI05CA263,414827N,0861821W,NONE,,N54BX,3TR ,
20051012X01621,ATL06LA003,355708N,0850510W,NONE,,N4994V,GKT ,LIT 
20051012X01622,MIA06LA002,302400N,0862810W,IFR ,Y,N9199P,KCHA,KDTS
20051012X01623,DFW05LA215,392915N,0900800W,NONE,N,N9101R,K7M4,
20051012X01624,LAX05CA295,335808N,1124755W,NONE,,N282SL,E25 ,BXK 
20051012X01625,LAX05CA293,411547N,1221619W,NONE,,N391TM,106 ,CCR 
20051012X01626,ANC05LA117,612340N,1495044W,NONE,,N8XJ,Z41 ,Z40 
20051012X01627,ANC06LA001,594459N,1552616W,NONE,,N9950X,,PAIL
20051012X01629,DFW05CA210,321255N,0981006W,NONE,N,N2071D,SEP ,BWD 
20051013X01630,MIA05CA161,294851N,0825532W,NONE,N,N993FL,CLW ,9FL5
20051013X01631,DEN06LA002,350242N,1063655W,NONE,N,N3635U,,
20051013X01633,IAD05CA131,405651N,0741852W,NONE,N,N209SL,RUT ,N07 
20051013X01634,ANC05CA147,611530N,1500000W,NONE,,N124SM,PAMR,
20051013X01635,CHI05CA267,415118N,0833529W,NONE,,N20925,86G ,
20051013X01636,MIA05CA160,283053N,0804757W,CVFR,,N39MK,TIX ,TIX 
20051013X01637,MIA05CA163,255425N,0801642W,VFR ,N,N7788Z,KHWO,
20051013X01638,DEN05CA144,400830N,1113942W,NONE,N,N46289,U77 ,
20051013X01639,LAX05CA291,341221N,1182914W,NONE,,N8348T,VNY ,
20051013X01640,LAX05CA294,334202N,1121502W,NONE,,N2054T,P48 ,
20051013X01641,CHI05CA268,431859N,0893155W,NONE,,N392PT,OVS ,
20051013X01642,LAX05CA301,381528N,1223619W,NONE,,N8103X,POC ,STS 
20051013X01643,LAX05CA302,341592N,1100033W,VFR ,Y,N121CW,DVT ,SOW 
20051013X01644,CHI05CA269,421922N,0964052W,NONE,,N8225F,OFK ,SUX 
20051013X01645,LAX05CA307,392993N,1194608W,NONE,,N8063T,F70 ,RNO 
20051013X01646,DFW05LA252,295904N,0895937W,NONE,N,N59539,LS97,
20051013X01647,LAX06FA005,392910N,1213625W,NONE,,N943D,OVE ,OVE 
20051013X01648,DFW05CA237,350352N,1015058W,NONE,,N19998,2TX0,LHX 
20051013X01649,DFW05CA212,311938N,0923254W,NONE,,N6903K,,
20051014X01650,CHI05CA270,420247N,0881422W,NONE,,N5467C,ETB ,UES 
20051014X01651,CHI05CA271,423830N,0964112W,NONE,,N2995W,,
20051014X01652,ANC05LA150,663319N,1472859W,IFR ,Y,N77ND,PAFA,
20051015X01653,NYC06RA003,495204N,0970804W,IFR ,Y,,CYWG,CYQT
20051015X01654,NYC06FA004,373250N,0823413W,IFR ,Y,N97CM,PAH ,PBX 
20051017X01655,DFW05CA216,320906N,0914132W,NONE,N,N4952Q,KF89,
20051017X01657,IAD05LA144,394630N,0840638W,NONE,N,N62610,FFO ,FFO 
20051017X01658,CHI05LA277,395988N,0825352W,IFR ,,N699QS,CMH ,HKY 
20051017X01659,CHI06LA005,401849N,0844640W,NONE,,N6085R,D96 ,
20051017X01660,DEN06LA007,384951N,0945325W,NONE,,N8875D,IXD ,LXT 
20051017X01661,IAD05CA134,441316N,0691123W,NONE,N,N9138W,BST ,NONE
20051017X01668,DEN06LA004,330563N,1074817W,VFR ,Y,N55910,AEG ,E95 
20051018X01669,NYC05CA143,405230N,0741652W,NONE,,N64763,CDW ,CDW 
20051018X01672,IAD05CA143,391930N,0782530W,NONE,,N627RK,OKV ,38WV
20051018X01673,IAD05CA140,404344N,0732448W,IFR ,Y,N8014T,AIY ,FRG 
20051018X01674,CHI06LA012,484343N,0943644W,NONE,,N2698Z,,PVT 
20051018X01675,DEN06IA008,395141N,1044023W,,U,N927FR,DEN ,SAN 
20051018X01676,SEA05CA197,465258N,1223500W,NONE,,N1037V,,S44 
20051018X01677,SEA06LA005,451700N,1225707W,NONE,,N23887,2S6 ,
20051018X01679,DEN05CA145,374203N,1130555W,NONE,,N172GW,CDC ,CDC 
20051018X01680,DEN05CA146,345908N,1060034W,NONE,,N734K,0E0 ,0E0 
20051018X01681,DEN05CA138,433626N,1104415W,NONE,,N944U,JAC ,SLC 
20051018X01682,DEN05CA147,380310N,1031413W,NONE,,N94263,07V ,LAA 
20051018X01684,SEA06LA003,480939N,1220932W,NONE,,N924GF,BLI ,AWO 
20051019X01685,NYC05LA142,440336N,0690557W,IFR ,Y,N701DF,ACY ,RKD 
20051019X01686,ATL06LA007,360250N,0803024W,NONE,,N494S,,
20051019X01687,SEA05LA194,445425N,1152913W,NONE,,N58717,3U2 ,IDA 
20051019X01688,ATL06CA005,354912N,0813641W,NONE,,N9202U,18NC,MRN 
20051019X01689,CHI06FA010,410557N,0811154W,NONE,,N7768G,AKR ,
20051019X01690,LAX05TA277,410112N,1154518W,CVFR,Y,N7077N,EKO ,EKO 
20051019X01691,LAX05LA278,370300N,1205000W,NONE,,N820SH,LSN ,3O1 
20051019X01692,LAX05LA279,412859N,1203355W,NONE,,N337Z,SIY ,AAT 
20051019X01693,LAX06LA006,340336N,1093007W,VFR ,N,N7196J,D68 ,CHD 
20051019X01694,LAX06IA011,205355N,1562550W,CVFR,,N58267,OGG ,OGG 
20051020X01695,MIA06FA007,264439N,0812559W,NONE,,N99173,KFPR,X14 
20051020X01696,NYC05CA147,405257N,0722306W,NONE,N,N5203N,BED ,NONE
20051020X01697,SEA06CA008,473714N,1173214W,NONE,,N8069J,KGEG,KGEG
20051020X01698,DEN05CA149,413530N,1124312W,NONE,N,N206FB,,BMC 
20051020X01700,LAX06LA009,332600N,1115905W,IFR ,N,N624SW,PHX ,RNO 
20051020X01701,DFW05CA213,273800N,0961300W,CVFR,,N330P,,
20051020X01702,DFW05CA238,335314N,0955157W,NONE,,N9640G,PRX ,
20051020X01703,DFW05CA250,290127N,0993137W,NONE,N,N748BP,,
20051022X01704,WAS06WA001,334756S,0231958W,,,,,
20051023X01707,NYC06MA005,414517N,0783314W,IFR ,Y,N7YL,PA91,BFD 
20051023X01708,NYC05CA146,385647N,0764633W,VFR ,Y,N99137,,W00 
20051023X01709,NYC06CA008,400228N,0761205W,NONE,N,N51772,S37 ,S37 
20051024X01710,DFW05CA246,355000N,0915000W,NONE,N,N95006,7M9 ,
20051024X01711,ANC06LA005,644500N,1495300W,NONE,,N239PT,,PAFA
20051024X01712,SEA06LA006,482830N,1222228W,NONE,,N5158N,75S ,
20051024X01713,SEA06CA002,435500N,1230040W,NONE,,N2106D,61S ,77S 
20051024X01714,SEA06CA001,470115N,1213130W,NONE,,N4175U,21W ,1SO 
20051024X01715,DFW06LA007,363013N,0922517W,NONE,,N72901,3M0 ,CWS 
20051025X01719,WAS06RA004,064832N,0031821E,,,,,
20051025X01720,ANC05CA148,672900N,1475123W,NONE,,N2873E,,
20051025X01722,DFW05CA225,303416N,0972635W,NONE,N,N4010M,T74 ,T74 
20051025X01723,CHI05CA275,445037N,0872517W,NONE,,N206WK,GRB ,
20051025X01724,CHI06CA003,380739N,0914610W,NONE,,N701PR,VIH ,VIH 
20051025X01725,DFW05CA247,313823N,0963053W,NONE,N,N909KF,LXY ,T41 
20051026X01726,DFW05CA220,315523N,1022322W,NONE,N,N160TX,ODO ,ODO 
20051026X01727,IAD05LA142,400933N,0742709W,NONE,N,NONE,46NJ,46NJ
20051026X01728,SEA06FA007,475312N,1221618W,NONE,N,N5FN,PAE ,BFI 
20051026X01729,NYC06LA011,444055N,0752756W,IFR ,Y,N144ZV,OGS ,MSS 
20051026X01730,CHI05LA154,472111N,1010139W,NONE,,N774T,,
20051026X01733,CHI05CA127,372607N,0953846W,NONE,,N8337G,2K7 ,CFV 
20051026X01734,CHI05LA160,390724N,0943534W,IFR ,Y,N21835,MKC ,ICT 
20051026X01735,DFW06CA001,325806N,0965011W,NONE,N,N9880A,DWH ,ADS 
20051026X01736,NYC06CA006,423209N,0763125W,IFR ,,N1163A,44N ,ITH 
20051026X01737,DFW05CA253,290127N,0993137W,NONE,N,N5343U,,
20051026X01738,ATL05CA165,360335N,Pleseen.,VFR ,,N8513U,KMDQ,KHTS
20051026X01739,NYC06LA002,385624N,0772712W,IFR ,Y,N650RW,YUL ,IAD 
20051026X01740,LAX06FA014,332342N,1163623W,NONE,N,N285JB,KSEE,KSDL
20051026X01741,LAX05LA321,350738N,1193322W,NONE,,N1238Q,L17 ,
20051027X01742,IAD05CA141,381324N,0853929W,NONE,,N4024P,LOU ,LOU 
20051027X01743,NYC06LA010,364080N,0834850W,NONE,U,N8684S,85KY,0A7 
20051027X01744,ATL06LA008,344430N,0862724W,NONE,N,N300HX,3M5 ,3M5 
20051027X01745,DEN06FA010,402102N,1064103W,IFR ,N,N101HK,BRL ,SBS 
20051027X01746,DEN06LA005,433107N,1063902W,NONE,N,N6QR,CPR ,
20051028X01747,ATL06CA001,360617N,0794327W,NONE,N,N5606S,GSO ,
20051028X01748,MIA06FA008,271777N,0802010W,IFR ,Y,N5HU,BCT ,MYR 
20051028X01749,DCA05MA083,352400N,0804000W,IFR ,Y,N113DA,ATL ,LGA 
20051028X01750,ANC05CA151,600000N,1611000W,NONE,,N3569Y,PABE,
20051028X01751,ANC05CA152,680842N,1483804W,NONE,,N9950Q,,
20051028X01752,LAX06LA016,325717N,1114601W,NONE,,N22532,CGZ ,CGZ 
20051028X01753,LAX06LA015,332737N,1183077W,NONE,,N268ST,CRQ ,AVX 
